Task Type,Task Complexity,Execution Time,Energy Consumption,Cost
Vehicle Detection (Tram),5.713047173648065,3.808698115765377,0.3983890826442966,0.40067175766957075
Vehicle Detection (Tram),5.986337368770287,3.9908915791801913,0.4450168045541443,0.15633082725066502
Vehicle Detection (Bus),4.639893386563747,4.043274206213291,0.5407703356840986,0.24082980138476573
Vehicle Detection (Tram),6.5649022461009645,4.376601497400643,0.1644774331554084,0.27639922352483515
Vehicle Detection (Bus),3.2954554194231633,1.903942621291101,0.6946194895973065,0.2761173652238727
Vehicle Detection (Tram),5.410173513984655,3.606782342656437,0.4418718014035492,0.34945734134053963
Vehicle Detection (Tram),5.84005979286852,3.89337319524568,0.5877153423514101,0.22347631824358
Vehicle Detection (Metro),6.502913701104771,4.335275800736514,0.7011046973295643,0.4956600997780348
Vehicle Detection (Bus),6.0680920489022006,4.045394699268134,0.45929119120514805,0.16764639280339905
Vehicle Detection (Tram),7.117555149123463,4.7450367660823085,0.7000686831264651,0.48595051518537563
Vehicle Detection (Tram),7.43197773750912,4.9546518250060805,0.45609649835649935,0.4828118720773675
Vehicle Detection (Tram),7.5219644572039135,5.014642971469276,0.8700626072689662,0.1547979348366163
Route Detection,4.556911957828568,2.632746553585468,0.7262169568262431,0.19755451947050948
Route Detection,6.6846628200926395,3.8593546402769636,0.7188903096572948,0.27035136758534606
Vehicle Detection (Bus),4.894970117648898,9.308743724436027,0.24142979900159156,0.06566598400314065
Pedestrian Detection,1.3618878021314411,1.4189594124766365,0.7973518779935356,0.03598458763861994
Vehicle Detection (Bus),6.632747275584174,4.421831517056116,0.5591912009006902,0.3324047953931629
Pedestrian Detection,3.054254621234557,2.141995434908011,0.4134240452669568,0.17013299531089707
Route Detection,4.89402621785065,2.8255400910763164,0.7359494954153321,0.19098344827327715
Vehicle Detection (Bus),6.70881838655183,4.472545591034553,0.8199678789769964,0.32226956335723095
Vehicle Detection (Tram),6.782353606650595,4.521569071100397,0.8495815157269875,0.11233683673119918
Vehicle Detection (Metro),7.629635203284671,5.086423468856448,0.4906861518308041,0.10778260496104874
Vehicle Detection (Bus),3.8317693791019223,3.7512214137060536,0.7209666216232777,0.21925932005622661
Vehicle Detection (Bus),3.727188383739395,3.883380870952364,0.5835683419037813,0.09120955878716036
Route Detection,4.649690114321234,5.53130602933488,0.4072447582238084,0.09488982473541854
Route Detection,6.945109309177332,4.012522683612236,0.48948330278947777,0.12783320046383662
Route Detection,6.700965806143248,3.9074958180081802,0.41529261163816966,0.12306056579120549
Vehicle Detection (Metro),7.618359652493813,5.078906434995875,0.6327582830205103,0.48964597035126967
Vehicle Detection (Metro),8.071986579209593,5.381324386139728,0.8489610217007871,0.11283480123160554
Route Detection,6.09973164403873,5.9715086418748395,0.5897545107060302,0.1984113287603545
Vehicle Detection (Bus),4.20527159505844,2.4521959440854024,0.33163928811952137,0.3441577455369731
Pedestrian Detection,1.0161804760585604,0.7126628951060613,0.26244660448373386,0.10942119600439715
Vehicle Detection (Tram),5.911647383186418,3.941098255457612,0.24798019629996193,0.4468815199021796
Route Detection,6.559621623271124,7.803374793343984,0.4742592537863615,0.2919054028455117
Vehicle Detection (Bus),3.8589161802701346,2.706316881495029,0.592045446931437,0.11179504169177082
Vehicle Detection (Tram),5.033981367249334,3.3559875781662227,0.4500671368355621,0.24335125509707622
Vehicle Detection (Metro),6.390774200548178,4.260516133698785,0.3143954110432432,0.25072004922455254
Pedestrian Detection,3.197578309451347,2.242510527441603,0.6230109673090849,0.271306309003654
Pedestrian Detection,2.109553864484244,1.5431297039677028,0.46409430590182454,0.2924370028842133
Route Detection,5.519968903977659,3.2188278573297366,0.679262565199183,0.29433960466880305
Pedestrian Detection,3.339837575313655,1.9295843209865817,0.7566238995602124,0.22958535911470643
Vehicle Detection (Tram),7.767257160635061,5.178171440423374,0.8567071067770506,0.43650023317331016
Vehicle Detection (Bus),5.645764526313508,3.7638430175423387,0.4102131172028284,0.07337178070764107
Route Detection,6.875849873196911,3.969735471803874,0.40560672732383724,0.1669300218629753
Vehicle Detection (Bus),5.023954075305173,3.349302716870115,0.8379662011439903,0.32390923347747025
Route Detection,4.928075488097377,3.456134640837461,0.08136747342049962,0.21748793183856266
Route Detection,5.065165201586954,5.277427279466343,0.17035477875411795,0.16079454549967448
Route Detection,5.953648254415923,6.203143324991189,0.2682778082113762,0.3441734819998071
Pedestrian Detection,1.9443573847542224,1.9034848749944906,0.5256504303321498,0.062327900882590825
Vehicle Detection (Tram),5.907602766588884,3.938401844392589,0.664403400387481,0.34407988980972315
Vehicle Detection (Metro),7.189279443903123,4.792852962602082,0.9516244738474665,0.17051190743465955
Route Detection,4.928118394689365,9.37178166102399,0.15535030654903204,0.16874714285336812
Vehicle Detection (Tram),6.036392906885923,4.024261937923948,0.7473589547516175,0.055843258929735816
Route Detection,4.9211764825107265,5.127404533169694,0.7140125498675953,0.1425491330245448
Vehicle Detection (Tram),6.8365926355336875,4.557728423689125,0.3766291654325643,0.47368389924450943
Vehicle Detection (Tram),5.953622226217236,3.9690814841448243,0.9972851346908638,0.4253025718567493
Pedestrian Detection,1.7704659643315876,1.5428111747761382,0.7065869969991955,0.21783915621136637
Vehicle Detection (Tram),6.72041233167261,4.48027488778174,0.28882596069479866,0.2621975478479594
Pedestrian Detection,1.9165713640435023,1.4019638234515983,0.2926681925437231,0.036129261630595676
Vehicle Detection (Metro),7.628035898264331,5.085357265509554,0.8023081053399791,0.16185904937034057
Vehicle Detection (Metro),6.43337141732142,4.28891427821428,0.6370825325387912,0.42513225088628226
Vehicle Detection (Metro),8.890721903452077,5.927147935634718,0.8098898608140271,0.07359383402504846
Vehicle Detection (Bus),5.39084550244486,3.5938970016299066,0.8445505082987418,0.24955718725765824
Vehicle Detection (Bus),5.769869038510276,3.8465793590068507,0.20263053844504444,0.4405098083007842
Vehicle Detection (Bus),3.589126081507038,2.0736102450340237,0.38790219818100974,0.19135056264628966
Vehicle Detection (Bus),5.628063127846752,3.752042085231168,0.29285414223561074,0.30793542365035326
Vehicle Detection (Bus),3.220416605058652,1.8605890999302348,0.594675212747766,0.0625510875248046
Route Detection,6.1114285233278896,6.367535573255208,0.24704280118121413,0.12009235923080587
Vehicle Detection (Bus),6.567088123469883,4.378058748979922,0.8594398197096157,0.397956597915896
Pedestrian Detection,2.2801948495353352,4.336236787140662,0.47277744136935507,0.11519610827852117
Vehicle Detection (Metro),8.265699110271338,5.510466073514226,0.6395380406720796,0.2673692601520025
Vehicle Detection (Bus),6.008821676102279,4.005881117401519,0.2374247712667477,0.10774263417848637
Route Detection,4.3813261098005665,3.204921465447137,0.5033904469231504,0.11453972152345242
Vehicle Detection (Metro),8.449848159269939,5.6332321061799595,0.13989177508974435,0.4442966909984501
Vehicle Detection (Metro),8.417131125763085,5.6114207505087235,0.46015229769233,0.49187321783028065
Pedestrian Detection,2.128328109609256,1.2287789506993483,0.565769808985801,0.15561748685105828
Route Detection,5.708137329589141,6.7904427286843045,0.2717586888311753,0.3099785325694926
Vehicle Detection (Metro),8.584590553520082,5.723060369013388,0.1521591942107044,0.25759507834658807
Route Detection,4.887305254590868,3.4275418531098363,0.26319805324417317,0.2868556253986333
Pedestrian Detection,2.8391150624904724,1.6402929144073626,0.7295567565562506,0.2615134102740004
Route Detection,5.36462853309637,3.099403151187033,0.14237502659712795,0.08452902578504178
Vehicle Detection (Bus),3.842454809536449,4.571012891799654,0.25228259078551185,0.1615817390501578
Route Detection,5.088772929759273,9.677297702836414,0.518906096974684,0.09321808377529213
Pedestrian Detection,1.7429898843411775,1.006305969220854,0.635437965767674,0.08274995576969975
Vehicle Detection (Bus),4.091791155972322,2.364023962624669,0.09764121960989881,0.14535474416299102
Vehicle Detection (Metro),6.713758194770406,4.475838796513604,0.7284082180270738,0.29494125176265673
Vehicle Detection (Metro),6.053473082813381,4.035648721875588,0.2238122506337766,0.09960259421812337
Route Detection,4.686232938039156,3.427959517008138,0.6499443931311633,0.2374766450884986
Route Detection,6.3133859150887375,6.180671667463918,0.4215957495139587,0.1789532012877421
Vehicle Detection (Bus),4.819951066904915,3.5257737610934305,0.48561725364707914,0.10871053872803829
Pedestrian Detection,3.5836813195586164,3.50834843535845,0.1487599392020647,0.17955189025092871
Vehicle Detection (Bus),3.2582820396492833,3.189789402693882,0.7442754865538981,0.110809971868682
Vehicle Detection (Tram),7.375577606881756,4.917051737921171,0.26287937421356145,0.12631422240652407
Vehicle Detection (Bus),6.218394750358424,4.145596500238949,0.14951523308710526,0.1260078555134844
Vehicle Detection (Metro),6.156019569708312,4.104013046472208,0.8536802253041919,0.3572031674148039
Vehicle Detection (Bus),3.19628011986477,2.241600087248189,0.6248714094115183,0.11340039672954975
Route Detection,6.312761194459416,6.5773053415826945,0.39022478967263646,0.10167265952223178
Vehicle Detection (Metro),8.00728022836573,5.338186818910486,0.984478876057255,0.1852204932205429
Pedestrian Detection,3.2440672009593587,3.859166530897619,0.13036131914214397,0.14304527757760277
Vehicle Detection (Tram),5.209813216725588,3.4732088111503923,0.5358335691966218,0.3799308900187361
Vehicle Detection (Metro),6.704089436002082,4.469392957334722,0.36830089962388446,0.3099423626362884
Vehicle Detection (Bus),5.977315401717407,3.984876934478271,0.647754170492519,0.17477120456456305
Vehicle Detection (Tram),5.463697505276772,3.6424650035178483,0.6146627525246028,0.23742410267791814
Vehicle Detection (Bus),4.658168350560155,4.853374716759647,0.6660410805149759,0.23424087397569235
Vehicle Detection (Bus),5.758918547761315,3.8392790318408765,0.7665613102323633,0.47353991263559453
Vehicle Detection (Tram),5.399720397987154,3.5998135986581024,0.3382381694573895,0.08272369031027364
Vehicle Detection (Tram),7.046891745385164,4.697927830256776,0.27903453545602847,0.21679448065887058
Vehicle Detection (Metro),7.61434375065268,5.076229167101787,0.27661472643128493,0.23834803846559866
Vehicle Detection (Tram),6.7137604559053425,4.475840303936895,0.6176882318733463,0.18320013986071382
Vehicle Detection (Metro),7.467211713363189,4.978141142242126,0.672227689776526,0.30447867329355854
Route Detection,5.173219807652835,3.7841883465226864,0.40083685390075496,0.2536009826750361
Vehicle Detection (Tram),6.6668000779659575,4.444533385310638,0.1480327082130892,0.2540055452996184
Vehicle Detection (Metro),8.592618957908488,5.728412638605659,0.20312018616397176,0.3057150127459343
Vehicle Detection (Metro),6.074229104686794,4.049486069791196,0.24424933582645342,0.08624051281603795
Vehicle Detection (Tram),7.6095185812361095,5.073012387490739,0.5597467810574948,0.27875683532083645
Vehicle Detection (Tram),5.052050024845941,3.368033349897294,0.8991859379057385,0.36890320548540306
Vehicle Detection (Tram),7.262023167219651,4.8413487781464335,0.49443943894796605,0.44360536483393304
Pedestrian Detection,1.4138218977406558,1.6818930713880884,0.2881006977175346,0.2101308208523974
Pedestrian Detection,1.8270096067642188,1.0548143105291825,0.41581837576190195,0.06411311975833932
Vehicle Detection (Bus),6.498555616375944,4.332370410917296,0.3709838186206327,0.1277924251081305
Route Detection,6.731318764024666,3.925195364523861,0.2958512784589269,0.3395028657546544
Pedestrian Detection,3.401540933637204,3.5440867574810966,0.21099577900796895,0.2681678762366727
Vehicle Detection (Bus),5.395720834694866,3.5971472231299106,0.5640351762562724,0.18258674728358248
Route Detection,4.943670214041538,2.856195344244269,0.5854303697741534,0.25451768034724354
Vehicle Detection (Bus),3.2554706267705655,2.3813629550493682,0.32252430257713977,0.15358345505848087
Vehicle Detection (Metro),8.304113449621944,5.536075633081296,0.11067096377076906,0.07652822860330362
Vehicle Detection (Metro),7.705335940393504,5.136890626929003,0.9105257259787244,0.18416931576491852
Route Detection,6.71268353359507,3.914328709316561,0.19876566120611175,0.2490652942692371
Vehicle Detection (Metro),6.937291956188856,4.624861304125904,0.5466694839345834,0.3186888352221998
Vehicle Detection (Tram),5.808287777182166,3.8721918514547773,0.7434022729994677,0.4851945939670222
Vehicle Detection (Tram),5.222685675591798,3.481790450394532,0.6718861363326751,0.4584888531926687
Vehicle Detection (Bus),4.977132874037446,4.337149863996201,0.38160665421354145,0.1977655765272751
Vehicle Detection (Metro),8.496095027584742,5.664063351723161,0.4652787772532878,0.3540889977141343
Vehicle Detection (Tram),5.7875974611627665,3.858398307441844,0.5222521543157168,0.05584943763142615
Pedestrian Detection,3.1062830495909934,2.1784837667092014,0.49428250429676707,0.15675966409768627
Vehicle Detection (Bus),5.908270854893248,3.9388472365954983,0.3429982978474889,0.4698322380371466
Vehicle Detection (Bus),5.362013401672746,3.574675601115164,0.11639770063320697,0.22175406820892407
Pedestrian Detection,2.419333104210655,1.6967152734130462,0.12082217327892511,0.052943349321758426
Vehicle Detection (Metro),7.675436197033623,5.116957464689082,0.7432363527248269,0.13608221771059187
Vehicle Detection (Metro),6.386970407065358,4.257980271376906,0.8670742296424859,0.3668057353005835
Route Detection,6.031848433721096,3.482455715216797,0.5980293444567678,0.29252132106208006
Route Detection,5.924282842764305,3.420353291539507,0.2373014937430094,0.30673975653559366
Pedestrian Detection,1.0334838659695862,0.5970931875572512,0.4505822258157725,0.21376788988763998
Vehicle Detection (Tram),6.394661363725677,4.263107575817118,0.722860251919975,0.20587913968565857
Vehicle Detection (Metro),6.935226331167497,4.623484220778331,0.5006807815097838,0.15885905280064982
Route Detection,6.730789830032075,3.8859858249220247,0.4494362107755526,0.2220808401469385
Vehicle Detection (Bus),3.050498707822644,2.231426865749687,0.352591493782409,0.27390295298769185
Vehicle Detection (Tram),6.786772347138448,4.524514898092298,0.3638676242890675,0.34154907005429014
Vehicle Detection (Tram),6.091396951350204,4.060931300900136,0.5909328588355949,0.19050734227155536
Vehicle Detection (Tram),5.772627861092991,3.8484185740619936,0.41672183742393776,0.10912555249903347
Pedestrian Detection,3.5342747187646504,6.7211151075494975,0.5834710275720041,0.32902260244422055
Vehicle Detection (Tram),7.291589830354052,4.8610598869027015,0.3363124688092224,0.41851971265132665
Vehicle Detection (Bus),6.815307337424928,4.543538224949952,0.2554476552026266,0.4710817813841268
Route Detection,4.928118394689365,5.86252638769685,0.606771655733071,0.07421544732370762
Vehicle Detection (Tram),5.65517154156064,3.770114361040427,0.3874123865708107,0.19124346556066368
Vehicle Detection (Metro),8.442031634348897,5.628021089565931,0.5721060036697988,0.4978309866461833
Pedestrian Detection,2.277350581728713,1.6658722909039765,0.21183677492865938,0.23614835070305948
Vehicle Detection (Bus),6.704601039621023,4.469734026414016,0.36803807516160203,0.41441234948042116
Pedestrian Detection,2.533339927776696,1.4772520051222258,0.14358954428593548,0.19390947524033078
Vehicle Detection (Bus),3.070859413437005,3.1995476149131186,0.32215740030213325,0.16686995494391205
Vehicle Detection (Bus),4.598594160684083,2.681551879449445,0.7522860241017109,0.10923203005404998
Vehicle Detection (Tram),7.3330324680731,4.888688312048733,0.28729509503949324,0.27010507671129885
Route Detection,4.508991509911187,2.6293023988064372,0.6991262320697008,0.26173312950284916
Vehicle Detection (Tram),6.82378549132436,4.5491903275495735,0.14662380949299672,0.45599987946584614
Pedestrian Detection,1.6732524567366251,1.990513598753621,0.41507945704455385,0.0940396413363262
Route Detection,6.626815313102499,7.883308907781586,0.5514850843529592,0.2977877493830037
Pedestrian Detection,3.242662851801229,3.1744985471847094,0.7638664989043134,0.3060331449239158
Vehicle Detection (Metro),8.810123041869389,5.873415361246259,0.24329391222348226,0.14262167037863238
Vehicle Detection (Metro),8.956474927257059,5.970983284838039,0.47369012932161514,0.35695470875277097
Vehicle Detection (Bus),5.37897103784288,3.5859806918952533,0.8782604985238359,0.11396993944891662
Route Detection,6.6767343820546605,3.8547771986085446,0.3274947510295751,0.13175394138115862
Pedestrian Detection,2.7130745244719825,1.9846025068501092,0.2807181997515884,0.26213000722340835
Pedestrian Detection,3.1454016079051366,1.834160027734782,0.5827773046769699,0.06518369693052684
Route Detection,6.326358722355178,7.525883507143534,0.5548735291025633,0.14841712819218322
Vehicle Detection (Bus),3.112356944884906,3.7024830282044046,0.7802919258450425,0.1931069253548106
Pedestrian Detection,1.2175403443350674,0.7029404629819211,0.6818042912965936,0.21155494341329545
Vehicle Detection (Metro),6.3897725203257965,4.259848346883865,0.1901863569245597,0.3879995602630298
Vehicle Detection (Tram),5.824686999199661,3.883124666133107,0.25510862067343254,0.1178952535249349
Vehicle Detection (Tram),5.581724249256009,3.721149499504006,0.31051063374904664,0.34670343180857294
Route Detection,4.511115538504756,8.578769114004634,0.6934131398297905,0.25741940737277674
Route Detection,4.912691953283592,5.844174977976851,0.23555606070291335,0.04396356335958184
Vehicle Detection (Tram),5.737075884434975,3.824717256289983,0.45114626495834653,0.1488907672068803
Vehicle Detection (Metro),7.845759839829218,5.2305065598861455,0.9356297965667599,0.23331293101262657
Route Detection,5.519968903977659,4.810185499775316,0.6540004977587972,0.18498645914532535
Route Detection,4.9617500498049605,2.866640932339024,0.197405359832462,0.29846694452688916
Vehicle Detection (Bus),4.556975438794872,2.6327832295837763,0.35459685360401816,0.29021345105473084
Vehicle Detection (Tram),6.365670142092944,4.2437800947286295,0.40716874643270684,0.22380612585465104
Vehicle Detection (Tram),7.035507073513243,4.690338049008829,0.7618940624809708,0.4946391481781876
Vehicle Detection (Bus),3.8277486638156577,2.684458625965592,0.42169767974060224,0.3336295593747836
Vehicle Detection (Tram),6.247873851342305,4.165249234228203,0.842042327433226,0.05894661442339417
Vehicle Detection (Tram),7.4477680823231776,4.965178721548785,0.6737831752301059,0.3059242468947511
Route Detection,4.265881864259727,4.176208381648989,0.6308000182031586,0.12092940980627497
Vehicle Detection (Tram),5.337585392656721,3.5583902617711476,0.5436481273206825,0.33194677952711643
Route Detection,5.118249159468449,2.984575323129072,0.7389584190447329,0.31171488167999906
Route Detection,6.072409875466621,3.5409695975264253,0.15679356469728667,0.2251898123520578
Pedestrian Detection,1.9052190545374914,2.266462793102788,0.35848442665472985,0.22174679497388208
Vehicle Detection (Metro),7.085743347483273,4.723828898322182,0.8714839536640553,0.39668543542790596
Vehicle Detection (Bus),4.809403293565863,2.7786229058442715,0.3887623748735317,0.2235300374874063
Vehicle Detection (Bus),6.093352380889222,4.0622349205928145,0.9260403024791694,0.38732804318055764
Vehicle Detection (Bus),6.219289668442672,4.146193112295115,0.5926661657923666,0.1741820503877789
Route Detection,5.483410785903395,6.523106356694273,0.20089056998264818,0.21343454497395536
Vehicle Detection (Metro),8.97524831845578,5.9834988789705195,0.4693583723034066,0.15675785623190774
Route Detection,6.402450026725054,6.670752696451567,0.7163833588901894,0.23198454127395
Vehicle Detection (Metro),6.767739769322061,4.511826512881374,0.2748892349651941,0.4640690650294788
Vehicle Detection (Tram),7.5554312516123865,5.036954167741591,0.5415583056755261,0.30945166616559966
Vehicle Detection (Tram),5.0379041107413425,3.3586027404942285,0.2988866678359671,0.22116200191372193
Pedestrian Detection,3.0064365824988832,3.1324250647331615,0.4680378996786188,0.04378257639001706
Vehicle Detection (Metro),8.86196385889278,5.90797590592852,0.7220568402951061,0.21054121073405002
Vehicle Detection (Metro),8.767069442597995,5.844712961731997,0.4758675279709291,0.44530656405720526
Route Detection,6.042200013540808,11.490425907819525,0.6483659586143253,0.11774555737799292
Route Detection,6.839472645886051,3.988262518319404,0.4473645611807275,0.08585868809352658
Route Detection,6.037859000016255,3.488360675044188,0.31595847260585314,0.28632294297852245
Pedestrian Detection,1.625509766252235,1.41649412222872,0.6827252645442736,0.14409246321036095
Pedestrian Detection,3.0631930354224814,2.9988013818005963,0.6141795485311481,0.06645742183059673
Vehicle Detection (Bus),5.972404989735454,3.9816033264903026,0.9859560364073667,0.474486507935859
Pedestrian Detection,2.219149874793639,1.6232987206456084,0.7100728601226524,0.3018078050978867
Pedestrian Detection,3.4081642511839876,1.987383303221369,0.29778242644208275,0.3382336814903179
